x,y,t
16.5957446808511,2.70212765957447,1
9.5,3.39130434782609,2
15,3,3
14.5081967213115,4.04918032786885,4
16.5,3,5
12.5,3,6
18.8372093023256,2.90697674418605,7
12.6666666666667,3.26666666666667,8
6.42857142857143,3.42857142857143,9
7.35416666666667,3.22916666666667,10
19.1627906976744,2.90697674418605,11
13.5744680851064,2.87234042553191,12
6.25,3.22916666666667,13
4,3.5,14
18.3846153846154,2.46153846153846,15
16.4285714285714,3.42857142857143,16
18,3,17
4.41379310344828,2.93103448275862,18
15.0454545454545,4.06818181818182,19
4.4390243902439,4.07317073170732,20
15.0350877192982,4.98245614035088,21
11.59375,4.4375,22
20.0909090909091,2.95454545454545,23
14.9821428571429,4.05357142857143,24
12.9268292682927,4.4390243902439,25
15.6326530612245,4.16326530612245,26
5.59615384615385,17.4615384615385,27
13,32,28
7.01666666666667,6.43333333333333,29
6.72727272727273,6.72727272727273,30
7.11666666666667,4.45,31
6.91489361702128,3.74468085106383,32
8,4,33
8.05357142857143,4.98214285714286,34
8.20338983050847,5.3728813559322,35
8.20338983050847,5.28813559322034,36
8.06666666666667,5.36666666666667,37
8.45762711864407,5.03389830508475,38
8.12962962962963,4.85185185185185,39
8.3,5.2,40
9,5.5,41
8.72727272727273,5.27272727272727,42
9,5.5,43
9.27272727272727,5.63636363636364,44
6.07547169811321,3.54716981132075,45
7.72340425531915,2.87234042553191,46
10.5,3,47
11.3846153846154,2.46153846153846,48
11.3421052631579,2.89473684210526,49
11,3,50
11,3,51
11.2272727272727,2.75,52
11.5,2.5,53
10.2391304347826,2.82608695652174,54
19.15625,2.3125,55
17.9074074074074,2.96296296296296,56
16.8653846153846,3.40384615384615,57
17,3,58
11.2,3.7,59
12.8571428571429,2.28571428571429,60
17.9090909090909,2.95454545454545,61
9,3,62
10,3,63
8.1,3.3,64
9,3,65
18.4102564102564,2.94871794871795,66
15.0178571428571,4.05357142857143,67
14.7,4.2,68
14.4255319148936,4.4468085106383,69
14.9821428571429,4.07142857142857,70
15.0526315789474,4.10526315789474,71
9.63636363636364,3.27272727272727,72
12,3.90909090909091,73
17.5,2.5,74
10.9,3.3,75
10.4444444444444,3.33333333333333,76
10.5,3,77
10.5,3,78
11,3,79
11,3,80
11,3,81
8.5,3,82
7.5,3,83
20.0731707317073,4.4390243902439,84
11.2727272727273,3.72727272727273,85
8.66666666666667,2.91666666666667,86
8.75675675675676,2.86486486486486,87
10.8148148148148,3.24074074074074,88
8.5,3.5,89
8.31578947368421,3.36842105263158,90
7.5,3,91
8.91176470588235,2.94117647058824,92
19.5,3,93
8,3,94
13.7105263157895,2.42105263157895,95
18.3636363636364,3.27272727272727,96
13.40625,4.5625,97
11.5,3,98
15.9268292682927,3.4390243902439,99
15.7234042553191,2.87234042553191,100
6.77272727272727,2.75,101
16.5714285714286,3.42857142857143,102
17,3.5,103
16.5,3.5,104
18,3.5,105
18.875,3.875,106
18.5625,3.6875,107
18.3404255319149,3.87234042553191,108
18.5208333333333,3.97916666666667,109
12.6071428571429,3.32142857142857,110
14.8653846153846,3.40384615384615,111
17,3,112
5,2.5,113
15.5,3.5,114
8,3,115
12.8653846153846,3.59615384615385,116
19,2.5,117
7.16279069767442,2.90697674418605,118
9.33962264150943,3.37735849056604,119
5.5,3,120
16.5454545454545,3.54545454545455,121
7.09090909090909,2.95454545454545,122
12.6481481481481,3.68518518518519,123
13.6379310344828,3.41379310344828,124
4.88888888888889,2.44444444444444,125
11.0754716981132,3.45283018867925,126
5,2.87878787878788,127
18.6153846153846,2.46153846153846,128
20.3,2.4,129
8.5,3,130
10.2857142857143,3.32142857142857,131
12.4385964912281,3.54385964912281,132
18.5,3,133
18.7380952380952,2.88095238095238,134
16.3157894736842,3.36842105263158,135
10.5,2.5,136
13.1346153846154,3.40384615384615,137
11.5762711864407,3.45762711864407,138
6.1219512195122,2.80487804878049,139
9.25,3.33333333333333,140
10.9117647058824,2.94117647058824,141
10,3.375,142
6.16279069767442,2.90697674418605,143
10.9807692307692,3.21153846153846,144
15.8604651162791,3.97674418604651,145
18.625,4.125,146
15.2333333333333,3.35,147
21.5,5.5,148
11.9821428571429,3.92857142857143,149
4.72727272727273,9.72727272727273,150
9,5,151
5.85416666666667,3.77083333333333,152
15.890625,5.125,153
10.4615384615385,17.0769230769231,154
18,13.5,155
19.9545454545455,7.90909090909091,156
16.5,5,157
14.3333333333333,7.33333333333333,158
13.5454545454545,8.54545454545454,159
13.5454545454545,8.54545454545454,160
13.5833333333333,8.08333333333333,161
13.5454545454545,8.54545454545454,162
13.5833333333333,8.08333333333333,163
13.5454545454545,8.54545454545454,164
13.5454545454545,8.54545454545454,165
13.5454545454545,8.54545454545454,166
13.5423728813559,6.05084745762712,167
13.8148148148148,6.42592592592593,168
14.5,5.5,169
14.3636363636364,5.63636363636364,170
14.5,5.5,171
14.3636363636364,5.63636363636364,172
14.3636363636364,5.63636363636364,173
14.3214285714286,5.71428571428571,174
14.3636363636364,5.63636363636364,175
14.3636363636364,5.63636363636364,176
14.3636363636364,5.63636363636364,177
14.3636363636364,5.63636363636364,178
14.3214285714286,5.71428571428571,179
14.3214285714286,5.71428571428571,180
14.2727272727273,5.72727272727273,181
14.3214285714286,5.71428571428571,182
14.3214285714286,5.71428571428571,183
14.2727272727273,5.72727272727273,184
14.2727272727273,5.72727272727273,185
14.2727272727273,5.72727272727273,186
13.6470588235294,5.17647058823529,187
9.5,4,188
8.72222222222222,3.33333333333333,189
8.08163265306122,3.46938775510204,190
8.35416666666667,3.22916666666667,191
7.8,3.3,192
7.82352941176471,3.35294117647059,193
7.82352941176471,3.35294117647059,194
9,3.5,195
9,3.5,196
9,3.5,197
9,3.5,198
8.5,3.32142857142857,199
8,3.40384615384615,200
8.05882352941176,3.35294117647059,201
9.6304347826087,3.60869565217391,202
9.95652173913044,3.93478260869565,203
10,4,204
7.21428571428571,2.85714285714286,205
18.3,2.4,206
13.7884615384615,3.38461538461538,207
10.1186440677966,8.6271186440678,208
6.36363636363636,4.36363636363636,209
7.55555555555556,3.44444444444444,210
7.35416666666667,3.22916666666667,211
7.16279069767442,2.90697674418605,212
7.16279069767442,2.90697674418605,213
7.28571428571429,3.26530612244898,214
7.21428571428571,2.85714285714286,215
7.21428571428571,2.85714285714286,216
7.16279069767442,2.90697674418605,217
7.21428571428571,2.85714285714286,218
7.16279069767442,2.90697674418605,219
7.16279069767442,2.90697674418605,220
7.09090909090909,2.95454545454545,221
7.09090909090909,2.95454545454545,222
7.24390243902439,2.80487804878049,223
7.24390243902439,2.80487804878049,224
7.24390243902439,2.80487804878049,225
7.09090909090909,2.95454545454545,226
7.24390243902439,2.80487804878049,227
7.24390243902439,2.80487804878049,228
7.24390243902439,2.80487804878049,229
7.24390243902439,2.80487804878049,230
7.24390243902439,2.80487804878049,231
7.24390243902439,2.80487804878049,232
7.24390243902439,2.80487804878049,233
7.24390243902439,2.80487804878049,234
7.24390243902439,2.80487804878049,235
7.24390243902439,2.80487804878049,236
7.24390243902439,2.80487804878049,237
7.24390243902439,2.80487804878049,238
7,2.5,239
7.24390243902439,2.80487804878049,240
7.24390243902439,2.80487804878049,241
7.24390243902439,2.80487804878049,242
7.24390243902439,2.80487804878049,243
6.8780487804878,2.80487804878049,244
6.8780487804878,2.80487804878049,245
6.8780487804878,2.80487804878049,246
6.8780487804878,2.80487804878049,247
7,2.5,248
7,2.5,249
6,2.87878787878788,250
6,2.87878787878788,251
6,2.87878787878788,252
7,2.5,253
6.8780487804878,2.80487804878049,254
7,2.5,255
8.56140350877193,3.36842105263158,256
9.5,3,257
9.5,3,258
8.5,3.5,259
8.92452830188679,3.45283018867925,260
8.71153846153846,4.11538461538461,261
6.5,3,262
5.5,7,263
9.93506493506493,7.93506493506494,264
10.9180327868852,10.655737704918,265
18.8181818181818,5.18181818181818,266
16.625,3.9375,267
12.7758620689655,4.75862068965517,268
12.5576923076923,4.55769230769231,269
12.9245283018868,3.45283018867925,270
12.7678571428571,4.05357142857143,271
12.0754716981132,4.45283018867925,272
13.5,3,273
13.5,3,274
13.5,3.32142857142857,275
13.6379310344828,3.41379310344828,276
13.5,3.32142857142857,277
13.1346153846154,3.40384615384615,278
13.1346153846154,3.40384615384615,279
13.0754716981132,3.45283018867925,280
13.0754716981132,3.45283018867925,281
13.4545454545455,3.27272727272727,282
13.5,3,283
13.4545454545455,3.27272727272727,284
13.4545454545455,3.27272727272727,285
13.4545454545455,3.27272727272727,286
13.5,3.32142857142857,287
13.5,3.32142857142857,288
13.1346153846154,3.40384615384615,289
13.4545454545455,3.27272727272727,290
13.6379310344828,3.41379310344828,291
14,3.5,292
14,3,293
13.5,3,294
13.5,3.32142857142857,295
13.5,3,296
13.5,3,297
13.4545454545455,3.27272727272727,298
13.5,3,299
13.5,3,300
13.4545454545455,3.27272727272727,301
13.4545454545455,3.27272727272727,302
13.5,3.32142857142857,303
13.5,3.32142857142857,304
13.5,3.32142857142857,305
13.5614035087719,3.36842105263158,306
13.5,3.32142857142857,307
13.5,3.32142857142857,308
13.5,3.32142857142857,309
9.27272727272727,5.27272727272727,310
8.6,4.9,311
9.17647058823529,3.35294117647059,312
8.63636363636364,3.27272727272727,313
8.5,3,314
8.5,3,315
8.5,3,316
8.5,3,317
8.5,3,318
8.5,3,319
8.5,3,320
8.5,3,321
8.5,3,322
8.5,3,323
8.5,3,324
8.5,3,325
8.5,3,326
8.5,3,327
8.5,3,328
8.5,3,329
8.5,3,330
8.59183673469388,2.95918367346939,331
8.5,3,332
8.5,3,333
8.5,3,334
8.5,3,335
8.5,3,336
8.59183673469388,2.95918367346939,337
8.5,3,338
8.59183673469388,2.95918367346939,339
8.5,3,340
8.5,3,341
8.5,3,342
8.59183673469388,2.95918367346939,343
8.59183673469388,2.95918367346939,344
8.5,3,345
8.59183673469388,2.95918367346939,346
8.5,3,347
8.59183673469388,2.95918367346939,348
8.5,3,349
8.5,3,350
8.59183673469388,2.95918367346939,351
8.59183673469388,2.95918367346939,352
8.59183673469388,2.95918367346939,353
8.59183673469388,2.95918367346939,354
8.59183673469388,2.95918367346939,355
8.59183673469388,2.95918367346939,356
8.59183673469388,2.95918367346939,357
8.59183673469388,2.95918367346939,358
