x,y,t
7.5,4,1
15.3333333333333,2.91666666666667,2
13,5.5,3
11,3,4
19.1739130434783,2.84782608695652,5
16.5,3,6
8.92682926829268,3.4390243902439,7
17.9090909090909,2.95454545454545,8
5,5,9
19.5,3,10
19.962962962963,4.94444444444444,11
19.8235294117647,3.64705882352941,12
20.8,5.3,13
20.8846153846154,5.42307692307692,14
20.5714285714286,3.42857142857143,15
16,3,16
7.82539682539683,2.93650793650794,17
12,3,18
4.5,5.5,19
15.3137254901961,4.47058823529412,20
16.3529411764706,5.17647058823529,21
16.5423728813559,5.42372881355932,22
20.4285714285714,3.42857142857143,23
18,3,24
5.5,2.5,25
10,3,26
14.7254901960784,4.7843137254902,27
21,4.5,28
9.09090909090909,2.95454545454545,29
13.0909090909091,2.95454545454545,30
17.5,4,31
6,3,32
14.4769230769231,5.46153846153846,33
20.625,4,34
21.5531914893617,4.57446808510638,35
10.9,3.3,36
9.59322033898305,2.96610169491525,37
16.6363636363636,3.27272727272727,38
8.26190476190476,2.88095238095238,39
7.5,2.5,40
14.4081632653061,2.95918367346939,41
8.5,2.89473684210526,42
7.78571428571429,2.85714285714286,43
8.58974358974359,2.94871794871795,44
8.58974358974359,2.94871794871795,45
14.9090909090909,2.95454545454545,46
14.9090909090909,2.95454545454545,47
19.5,3.5,48
13.4444444444444,3.33333333333333,49
11.5,3,50
12.4081632653061,2.95918367346939,51
15.3090909090909,3.29090909090909,52
6.60606060606061,4.56060606060606,53
13,3,54
13,3,55
10.1627906976744,2.90697674418605,56
9.69811320754717,3.20754716981132,57
9.5,3.39130434782609,58
10.0816326530612,3.26530612244898,59
12.0731707317073,3.4390243902439,60
8.63636363636364,3.29545454545455,61
7.5,3,62
7.25423728813559,3.22033898305085,63
7.41666666666667,4.91666666666667,64
15.5762711864407,3.45762711864407,65
14,3,66
15.6190476190476,7.3968253968254,67
14.9642857142857,4.53571428571429,68
7,2.5,69
7,2.5,70
9.18367346938776,3.26530612244898,71
8.58974358974359,2.94871794871795,72
7.5,3,73
7.5,2.5,74
7,2.5,75
8.91176470588235,2.94117647058824,76
9.58974358974359,2.94871794871795,77
7.08823529411765,2.94117647058824,78
8.92682926829268,3.4390243902439,79
10,3,80
9.57777777777778,3.46666666666667,81
9.63636363636364,3.29545454545455,82
10,3.375,83
10,3,84
12.0634920634921,3.38095238095238,85
14.4081632653061,2.95918367346939,86
6.16279069767442,2.90697674418605,87
6.5,2.5,88
8.08823529411765,2.94117647058824,89
7.5,3,90
8.58620689655172,2.93103448275862,91
9.5,2.5,92
9.41025641025641,2.94871794871795,93
12,3.375,94
11.125,3.375,95
11,3,96
15.4102564102564,2.94871794871795,97
15,3.5,98
15.0882352941176,2.94117647058824,99
18.5,3,100
4.4390243902439,3.92682926829268,101
11.3571428571429,8.07142857142857,102
9.18367346938776,3.26530612244898,103
10.7111111111111,3.35555555555556,104
7,3,105
8.58974358974359,2.94871794871795,106
21.4,5.1,107
19.9117647058824,2.94117647058824,108
8,2.90697674418605,109
13.5,3,110
13.280701754386,3.3859649122807,111
14,3.375,112
13.0754716981132,3.45283018867925,113
19.5,3,114
13,3.5,115
14,3.5,116
8.6578947368421,2.89473684210526,117
8.58974358974359,2.94871794871795,118
8.08823529411765,2.94117647058824,119
9.08823529411765,2.94117647058824,120
10.14,3.32,121
10.0882352941176,2.94117647058824,122
9.5,3,123
9.7948717948718,3.33333333333333,124
11.1836734693878,3.26530612244898,125
9.18367346938776,3.26530612244898,126
9,3,127
9,3,128
9.58974358974359,2.94871794871795,129
8.07547169811321,3.45283018867925,130
15.5,5,131
14,3,132
9.08823529411765,2.94117647058824,133
9.68421052631579,2.92105263157895,134
8.75675675675676,2.86486486486486,135
8.80555555555556,2.80555555555556,136
8.58974358974359,2.94871794871795,137
9,3,138
8.5,3,139
9.91176470588235,2.94117647058824,140
9.58974358974359,2.94871794871795,141
9.91176470588235,2.94117647058824,142
9.58974358974359,2.94871794871795,143
9,3,144
9,3,145
