x,y,t
10.2857142857143,3.32142857142857,1
10.5,3,2
10.5,3,3
10.5,3,4
10.5,3,5
10.5,3,6
10.5,3,7
10.5,3,8
10.2727272727273,3.27272727272727,9
10.2727272727273,3.27272727272727,10
10.2727272727273,3.27272727272727,11
10,3,12
18,2.5,13
17.6949152542373,6.22033898305085,14
8.07317073170732,3.4390243902439,15
8,3,16
8.8,3.3,17
8,3,18
15.8484848484848,2.87878787878788,19
8.5,3.5,20
15.4102564102564,2.94871794871795,21
15.3421052631579,2.89473684210526,22
15.3421052631579,2.89473684210526,23
15.4324324324324,2.83783783783784,24
15.8484848484848,2.87878787878788,25
15,2.5,26
15.9117647058824,2.94117647058824,27
15.4137931034483,2.93103448275862,28
15.4137931034483,2.93103448275862,29
15.4324324324324,2.83783783783784,30
17.4102564102564,2.94871794871795,31
14,3,32
14,3,33
14,3,34
14,3,35
6.68421052631579,3.63157894736842,36
8.5,3,37
20.8181818181818,15.1818181818182,38
15.6229508196721,3.86885245901639,39
15.6071428571429,3.32142857142857,40
14.7142857142857,3.32142857142857,41
15.6363636363636,3.27272727272727,42
15.5,3,43
15.5,3,44
15.5,3,45
15.5,3,46
15.5,3,47
15.5,3,48
15.5,3,49
15.5,3,50
14,3,51
13.9,3.3,52
14.3695652173913,3.39130434782609,53
14.3333333333333,3.33333333333333,54
14.4444444444444,3.33333333333333,55
14.3333333333333,3.33333333333333,56
13.9,3.4,57
13.9,3.3,58
13.9,3.3,59
13.9,3.3,60
14.3695652173913,3.39130434782609,61
13.9,3.3,62
13.9,3.3,63
13.9,3.3,64
13.9,3.3,65
13.9,3.3,66
13.9,3.3,67
13.9,3.3,68
14.5,3,69
15.6071428571429,3.32142857142857,70
15.7142857142857,3.32142857142857,71
15.9074074074074,2.96296296296296,72
15.5,3,73
15.8484848484848,2.87878787878788,74
15.8484848484848,2.87878787878788,75
15.8484848484848,2.87878787878788,76
15.8484848484848,2.87878787878788,77
14.8372093023256,2.90697674418605,78
14.4081632653061,2.95918367346939,79
14.3333333333333,2.91666666666667,80
14.8372093023256,2.90697674418605,81
17.4081632653061,2.95918367346939,82
14.3695652173913,3.39130434782609,83
14,3,84
14,3,85
14.5,3,86
10,3,87
9.5,3,88
16,3,89
15.5897435897436,2.94871794871795,90
16,3,91
16,3,92
14.2727272727273,3.27272727272727,93
6.82352941176471,3.35294117647059,94
6.86538461538461,3.40384615384615,95
6.82352941176471,3.35294117647059,96
6.94117647058824,3.45098039215686,97
6.94117647058824,3.45098039215686,98
8.5,3,99
17.3421052631579,2.89473684210526,100
17,3,101
16.9285714285714,2.85714285714286,102
17.3695652173913,2.82608695652174,103
17.3695652173913,2.82608695652174,104
6.07317073170732,3.5609756097561,105
10.1,3.3,106
10,3.5,107
10.1764705882353,3.35294117647059,108
10.1764705882353,3.35294117647059,109
14.8333333333333,3.66666666666667,110
14,3,111
13.5,3,112
14,3,113
14,3,114
7.86538461538461,3.40384615384615,115
13.0714285714286,22.5,116
13.5,3,117
12.5,3,118
10.5,3,119
10.5,3,120
10.5,3,121
10.5,3,122
10.5,3,123
10.5,3,124
10.5,3,125
10,3,126
10,3,127
10.9,3.3,128
10.4444444444444,3.33333333333333,129
10.3695652173913,3.39130434782609,130
10.3695652173913,3.39130434782609,131
11.125,3.375,132
10.875,3.375,133
11,3.375,134
11,3,135
10.875,3.375,136
10.875,3.375,137
10.875,3.375,138
10.875,3.375,139
10.4444444444444,3.33333333333333,140
10.875,3.375,141
10.875,3.375,142
10.875,3.375,143
10.4444444444444,3.33333333333333,144
10.4444444444444,3.33333333333333,145
10.4444444444444,3.33333333333333,146
10.4444444444444,3.33333333333333,147
13.4838709677419,3.66129032258065,148
9,3.625,149
9.5,3,150
10,3,151
10,3,152
10,3,153
10,3,154
10,3,155
10,3,156
12.5,3,157
16,3,158
16,3,159
16.5,3,160
16.5,3,161
16,3,162
16,3,163
16.4137931034483,2.93103448275862,164
14.4081632653061,2.95918367346939,165
14.4081632653061,2.95918367346939,166
14.4081632653061,2.95918367346939,167
14.4081632653061,2.95918367346939,168
13.9074074074074,2.96296296296296,169
19.4285714285714,8.60714285714286,170
12.3968253968254,14.3650793650794,171
18,2.5,172
17.4324324324324,2.83783783783784,173
17.4324324324324,2.83783783783784,174
17.4324324324324,2.83783783783784,175
17.4324324324324,2.83783783783784,176
17.4324324324324,2.83783783783784,177
17.4324324324324,2.83783783783784,178
17.4324324324324,2.83783783783784,179
17.4324324324324,2.83783783783784,180
17.4324324324324,2.83783783783784,181
18,2.5,182
10.8,3.7,183
10.9245283018868,3.45283018867925,184
11.2727272727273,3.27272727272727,185
11.5,3,186
11.5,3,187
11.5,3,188
11.75,3.25,189
12,3,190
12,3,191
11,3,192
11,3,193
11,3,194
15,3,195
8,3,196
8,3,197
8,3,198
8,3,199
9,3,200
9.5,3,201
9.5,3,202
9.5,3,203
9.5,3,204
12.5,3,205
8.5,3,206
8.94117647058824,3.35294117647059,207
8.07317073170732,3.4390243902439,208
8.94117647058824,3.35294117647059,209
15.7457627118644,3.22033898305085,210
8.54545454545454,3.54545454545455,211
8.44444444444444,3.44444444444444,212
8.44444444444444,3.44444444444444,213
8.44444444444444,3.44444444444444,214
8.44444444444444,3.44444444444444,215
