x,y,t
NaN,NaN,1
NaN,NaN,2
9.25,2.84375,3
19,2,4
7.60869565217391,2.43478260869565,5
NaN,NaN,6
3,3,7
10.5,2.5,8
15.8888888888889,2.44444444444444,9
18,2,10
NaN,NaN,11
18.3214285714286,2.89285714285714,12
NaN,NaN,13
16.8076923076923,2.38461538461538,14
10.1219512195122,2.80487804878049,15
11.1590909090909,5.84090909090909,16
NaN,NaN,17
19.1111111111111,2.44444444444444,18
17,2.87878787878788,19
16.0882352941176,2.94117647058824,20
16.5,3,21
17,2,22
18.5,2,23
8.41025641025641,2.94871794871795,24
17.9545454545455,4.06818181818182,25
NaN,NaN,26
18.8076923076923,2.38461538461538,27
5.41379310344828,2.93103448275862,28
19.5,2.5,29
7,10,30
11.7,26.2,31
16.5,16.5,32
9,4,33
4.5,2.5,34
NaN,NaN,35
9.5,3,36
NaN,NaN,37
NaN,NaN,38
NaN,NaN,39
NaN,NaN,40
NaN,NaN,41
NaN,NaN,42
NaN,NaN,43
10,2.5,44
NaN,NaN,45
NaN,NaN,46
10,3,47
NaN,NaN,48
NaN,NaN,49
NaN,NaN,50
NaN,NaN,51
9,2.5,52
NaN,NaN,53
10,3,54
10,2.5,55
10,2.5,56
17,2,57
5,3,58
18,2,59
8,2.5,60
4,2.5,61
NaN,NaN,62
9.5,3,63
2.5,2.5,64
16.3913043478261,2.43478260869565,65
12.5641025641026,4.05128205128205,66
11.7,12.9,67
5.55813953488372,5.53488372093023,68
9.3421052631579,2.89473684210526,69
17.5,2.5,70
4.58974358974359,2.94871794871795,71
NaN,NaN,72
10.3870967741935,2.45161290322581,73
10,3,74
9.5,3,75
4.5,2.5,76
12.0754716981132,11.9056603773585,77
8.57142857142857,12.0408163265306,78
14.5909090909091,3.38636363636364,79
16.0555555555556,4.03703703703704,80
6.58333333333333,6.10416666666667,81
16.3870967741935,2.45161290322581,82
17.1515151515152,2.87878787878788,83
NaN,NaN,84
7,3,85
16,2.5,86
19,3.5,87
NaN,NaN,88
6,7,89
4.43589743589744,11.9487179487179,90
4.5,3,91
4,4,92
4.5,4,93
4.5,4,94
4.5,4,95
4.5,4,96
4.5,4,97
4,4,98
4.5,4,99
4,4,100
4,4,101
4,4,102
4,4,103
4,4,104
4,4,105
4,4,106
4,4,107
4,4,108
4,4,109
4,4,110
4,4,111
4,4,112
4,4,113
4,4,114
4,4,115
4,4,116
4,4,117
4.5,4,118
4,4,119
4,4,120
4,4,121
4,4,122
4,4,123
4.5,4,124
4,4,125
4.5,4,126
18.5,2,127
7.5,3,128
6.75,2.84375,129
NaN,NaN,130
5.66666666666667,3.33333333333333,131
15,2.5,132
13.8958333333333,5.41666666666667,133
6,19.5,134
16,24.5,135
11.0188679245283,4.9622641509434,136
16.5,2.5,137
NaN,NaN,138
7,2.5,139
7,2.5,140
7,2.5,141
7,2.5,142
7,2.5,143
7,2.5,144
7,2.5,145
7,2.5,146
7,2.5,147
7,2.5,148
7,2.5,149
7,2.5,150
7,2.5,151
