x,y,t,id
788.189189189189,529.927927927928,1,1
787.414565826331,526.422969187675,2,1
781.775568181818,510.539772727273,3,1
778.102167182663,499.523219814241,4,1
772.011267605634,487.969014084507,5,1
761.301449275362,477.28115942029,6,1
751.193277310924,466.946778711485,7,1
750.22418879056,453.286135693215,8,1
754.294617563739,442.339943342776,9,1
765.450704225352,434.616901408451,10,1
771.247159090909,425.741477272727,11,1
768.683890577508,414.866261398176,12,1
762.480337078652,402.26404494382,13,1
752.871428571429,394.228571428571,14,1
743.038805970149,388.868656716418,15,1
734.977961432507,381.509641873278,16,1
727.744927536232,376.797101449275,17,1
720.528301886792,375.654088050314,18,1
709.906344410876,376.510574018127,19,1
697.065420560748,378.093457943925,20,1
689.379603399433,382.416430594901,21,1
679.498591549296,392.281690140845,22,1
672.063953488372,400.421511627907,23,1
670.413897280967,403.444108761329,24,1
670.073529411765,403.558823529412,25,1
670.376068376068,404.245014245014,26,1
670.232142857143,408.071428571429,27,1
670.780415430267,420.388724035608,28,1
668.577380952381,434.589285714286,29,1
665.629737609329,442.110787172012,30,1
665.517647058824,442.973529411765,31,1
667.385542168675,443.632530120482,32,1
674.48115942029,449.16231884058,33,1
682.467966573816,460.362116991643,34,1
688.189759036145,471.789156626506,35,1
695.279132791328,478.590785907859,36,1
699.664772727273,486.982954545455,37,1
706.154494382022,492.890449438202,38,1
714.255072463768,497.388405797101,39,1
726.03768115942,499.498550724638,40,1
736.173295454545,502.673295454545,41,1
743.31498470948,505.608562691132,42,1
749.586894586895,509.321937321937,43,1
750.988472622478,510.988472622478,44,1
751.158959537572,510.994219653179,45,1
749.996894409938,508.611801242236,46,1
750.140401146132,501.74212034384,47,1
755.353276353276,489.245014245014,48,1
762.27374301676,477.675977653631,49,1
767.354748603352,467.081005586592,50,1
773.783475783476,456.905982905983,51,1
777.509536784741,448.923705722071,52,1
783.112947658402,440.617079889807,53,1
783.051671732523,437.443768996961,54,1
784.827692307692,430.344615384615,55,1
787.022727272727,423.985795454545,56,1
786.486486486486,415.837837837838,57,1
788.561046511628,410.122093023256,58,1
792.713450292398,405.347953216374,59,1
794.918604651163,395.938953488372,60,1
793.490797546012,386.889570552147,61,1
791.964052287582,376.428104575163,62,1
793.704615384615,368.270769230769,63,1
791.798833819242,364.189504373178,64,1
785.811797752809,357.280898876404,65,1
782.539634146341,351.960365853659,66,1
781.667692307692,348.827692307692,67,1
779.032967032967,344.417582417582,68,1
778.214925373134,340.301492537313,69,1
779.452991452991,337.997150997151,70,1
779.208791208791,336.447802197802,71,1
776.933147632312,338.178272980501,72,1
770.390173410405,338.14161849711,73,1
762.086687306502,336.278637770898,74,1
750.557632398754,336.753894080997,75,1
740.80664652568,338.501510574018,76,1
729.94495412844,337.483180428135,77,1
719.349854227405,336.344023323615,78,1
716.559171597633,333.961538461538,79,1
715.698550724638,332.724637681159,80,1
714.136627906977,332.453488372093,81,1
710.434017595308,335.381231671554,82,1
703.640326975477,341.089918256131,83,1
693.070175438596,348.476608187135,84,1
684.997191011236,355.929775280899,85,1
679.627118644068,361.723163841808,86,1
670.475903614458,366.557228915663,87,1
661.89552238806,369.844776119403,88,1
653.533724340176,372.510263929619,89,1
652.087976539589,372.093841642229,90,1
652.331491712707,368.674033149171,91,1
652.249291784703,357.923512747875,92,1
648.193732193732,346.253561253561,93,1
645.673529411765,339.232352941176,94,1
644.318452380952,328.657738095238,95,1
641.182072829132,319.778711484594,96,1
635.954674220963,314.121813031161,97,1
633.65988372093,308.151162790698,98,1
635.434285714286,302.957142857143,99,1
640.298591549296,297.261971830986,100,1
647.980446927374,288.025139664804,101,1
652.107558139535,278.526162790698,102,1
653.511764705882,272.338235294118,103,1
656.405479452055,270.794520547945,104,1
664.654654654655,267.582582582583,105,1
677.467889908257,265.951070336391,106,1
687.541076487252,262.356940509915,107,1
695.704419889503,254.422651933702,108,1
700.109589041096,250.471232876712,109,1
707.243553008596,250.977077363897,110,1
716.008196721311,258.483606557377,111,1
727.130952380952,265.877976190476,112,1
737.876923076923,266.252307692308,113,1
744.617391304348,265.924637681159,114,1
750.322314049587,273.022038567493,115,1
754.563739376771,278.362606232295,116,1
753.385915492958,283.96338028169,117,1
753.062686567164,298.498507462687,118,1
759.242253521127,311.552112676056,119,1
768.302114803625,322.61329305136,120,1
776.397142857143,330.525714285714,121,1
784.497206703911,334.860335195531,122,1
788.491379310345,344.39367816092,123,1
788.443425076453,352.654434250765,124,1
789.473529411765,355.652941176471,125,1
789.791044776119,358.501492537313,126,1
790.721068249258,366.578635014837,127,1
792.506024096386,378.060240963855,128,1
791.449275362319,388.568115942029,129,1
792.565916398714,396.935691318328,130,1
793.544668587896,408.916426512968,131,1
793.245614035088,417.421052631579,132,1
787.225388601036,423.678756476684,133,1
776.802816901409,428.63661971831,134,1
766.759668508287,437.674033149171,135,1
760.809116809117,445.655270655271,136,1
757.347305389222,453.562874251497,137,1
754.52602739726,460.320547945205,138,1
752.475274725275,461.980769230769,139,1
744.561128526646,461.724137931034,140,1
730.29679144385,460.024064171123,141,1
718.434375,459.703125,142,1
705.79781420765,462.418032786885,143,1
699.857585139319,461.678018575851,144,1
693.838440111421,456.211699164345,145,1
688.468571428571,446.005714285714,146,1
681.814207650273,434.907103825137,147,1
674.589947089947,428.457671957672,148,1
663.755162241888,426.808259587021,149,1
654.695774647887,425.030985915493,150,1
649.330484330484,421.695156695157,151,1
646.905604719764,414.902654867257,152,1
