Colony,Dominant_Period,cf_wavelet,Date_of_recording,Species,Origin,Date_of_collection,No_of_ants,Dominant_Period_trim,cf_wavelet_trim,Dominant_Period_trim_10hrs,cf_wavelet_trim_10hrs
SHT7,55.86293069,3.098360875,10/23/2022,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA,6/24/2022,30,59.87240666,3.175023212,59.87240666,3.263534354
SHT7,48.63150578,2.926514352,7/15/2022,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA,6/24/2022,23,48.63150578,2.432636905,48.63150578,2.940424818
SHT8,39.50105711,3.065988539,10/10/2022,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA,6/24/2022,18,36.85578948,2.873640436,39.50105711,2.765605141
SHT8,32.0848283,4.801116461,7/15/2022,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA,6/24/2022,15,34.38766752,3.970894303,32.0848283,4.457946222
SHT9,48.63150578,5.317065554,10/15/2022,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA,6/24/2022,51,48.63150578,5.464050068,48.63150578,5.382289847
SHT9,42.33618475,4.606908242,7/16/2022,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA,6/24/2022,78,36.85578948,3.29161327,39.50105711,4.150910072
SHTa2,29.93620333,3.230625317,10/15/2022,Tapinoma_sessile,UC_Sagehen_Reserve_Nevada_County_CA,6/24/2022,117,29.93620333,3.790307934,29.93620333,3.662966842
SHTa2,18.42789474,2.883237827,7/14/2022,Tapinoma_sessile,UC_Sagehen_Reserve_Nevada_County_CA,6/24/2022,71,18.42789474,3.272177665,26.06097867,3.108868603
WRT1,29.93620333,2.564563769,9/2/2022,Temnothorax_nevadensis,Rimrock_WA,6/7/2022,21,68.77533504,2.609003278,68.77533504,2.853440772
WRT1,52.12195734,3.185246287,6/14/2022,Temnothorax_nevadensis,Rimrock_WA,6/7/2022,22,52.12195734,3.446199799,52.12195734,3.659938449
WRT2,45.37479932,2.931988836,6/14/2022,Temnothorax_nitens,Rimrock_WA,6/7/2022,6,45.37479932,2.925845434,45.37479932,3.129802786
WRT3,97.26301157,2.605061647,9/2/2022,Temnothorax_nevadensis,Rimrock_WA,6/7/2022,137,39.50105711,2.692113383,36.85578948,2.58363045
WRT3,97.26301157,2.780316991,6/14/2022,Temnothorax_nevadensis,Rimrock_WA,6/7/2022,137,19.75052856,1.987519404,55.86293069,2.499245841
WRT4,68.77533504,3.357073779,9/2/2022,Temnothorax_rudis,Rimrock_WA,6/7/2022,90,59.87240666,3.536576551,59.87240666,3.101304055
WRT4,32.0848283,2.502019711,6/14/2022,Temnothorax_rudis,Rimrock_WA,6/7/2022,59,32.0848283,3.469581087,32.0848283,3.013085467
WRT5,52.12195734,4.039982646,10/8/2022,Temnothorax_rugatulus,Rimrock_WA,6/7/2022,130,52.12195734,4.742342796,55.86293069,4.699117787
WRT5,42.33618475,9.296125089,6/14/2022,Temnothorax_rugatulus,Rimrock_WA,6/7/2022,129,42.33618475,8.761610272,42.33618475,9.166095018
WRT6,42.33618475,3.525910633,6/14/2022,Temnothorax_rugatulus,Rimrock_WA,6/7/2022,6,42.33618475,3.506236202,42.33618475,3.17287754
WRT6,73.71157897,3.448792751,9/25/2022,Temnothorax_rugatulus,Rimrock_WA,6/7/2022,25,73.71157897,3.177586885,73.71157897,3.473760941
WRT8,73.71157897,4.941253946,6/14/2022,Temnothorax_rugatulus,Rimrock_WA,6/7/2022,198,73.71157897,3.669794431,73.71157897,4.253261906
WRT8,79.00211422,3.438272434,10/8/2022,Temnothorax_rugatulus,Rimrock_WA,6/7/2022,168,48.63150578,2.508180218,45.37479932,2.550140669
WRTa1,22.68739966,2.830017831,10/23/2022,Tapinoma_sessile,Rimrock_WA,6/7/2022,98,22.68739966,2.624313663,24.31575289,3.019146073
WRTa1,18.42789474,2.872923202,6/14/2022,Tapinoma_sessile,Rimrock_WA,6/7/2022,64,18.42789474,3.447380471,18.42789474,3.153457023
