"","sigsq","sigsq.tier","source","trait"
"sigsq.wavelet.IR9157",0.00539893931292248,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9157",0.351439610284222,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9157",0.317038393959859,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9158",0.111624230912774,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9158",0.00858869384914782,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9158",0.282864059543641,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9158",0.142408210838026,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9159",0.112836057973241,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9159",0.00730994509989039,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9159",0.371193840799451,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9159",0.159622133509454,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9160",0.129511723106325,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9160",0.00236727931215733,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9160",0.269460830899591,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9160",0.0991541453570163,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9161",0.148501453424178,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9161",0.00785465976963079,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9161",0.359040489485791,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9161",0.271776019031778,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9162",0.152801398849482,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9162",0.00526819377308729,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9162",0.379477318995598,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9162",0.410470484323738,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9163",0.0801417999570669,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9163",0.0115271386869659,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9163",0.444227927351556,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9163",0.240182381741811,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9164",0.0678154497198742,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9164",0.00597092851728518,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9164",0.416094359929644,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9164",0.0617207318657486,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9165",0.0864837778821152,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9165",0.00865500397886131,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9165",0.287235375465278,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9165",0.0408597919534253,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9166",0.077462102600326,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9166",0.0105537102734126,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9166",0.350719308240352,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9166",0.130534074456694,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9167",0.0726789472432342,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9167",0.0096410553180555,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9167",0.352739164775366,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9167",0.154576964583206,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9168",0.0856868874703182,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9168",0.00436414664429748,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9168",0.430530545836529,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9168",0.146907212333738,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9169",0.0914171928649948,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9169",0.00730183209951148,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9169",0.28373281252972,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9169",0.0726010875298584,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9170",0.139749323319289,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9170",0.0071427519030558,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9170",0.284040824917375,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9170",0.209307733006974,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9171",0.100060559769576,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9171",0.00610290283507922,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9171",0.275799762327054,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9171",0.20077399271782,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9172",0.11678963832849,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9172",0.0100153201237828,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9172",0.263209228746359,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9172",0.194594670311393,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9173",0.1379541438829,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9173",0.0104262450059427,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9173",0.356343069508587,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9173",0.422172695593678,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9174",0.105536512229913,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9174",0.00563241720016237,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9174",0.326667887928182,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9174",0.197129431933728,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9175",0.102420052070531,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9175",0.0110062843646632,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9175",0.26101036354171,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9175",0.151248986461075,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9176",0.070712526095056,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9176",0.00817916442652194,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9176",0.336630521731579,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9176",0.198399391757794,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9177",0.0849891785721964,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9177",0.00928154164698855,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9177",0.340646868979478,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9177",0.190390668323406,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9178",0.130578460599122,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9178",0.0114238714852143,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9178",0.349872672345356,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9178",0.184622826419596,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9179",0.0631998261302152,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9179",0.00648526761583993,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9179",0.312554588124954,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9179",0.0361968745775434,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9180",0.0750987002464765,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9180",0.0067559200552534,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9180",0.394464074933521,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9180",0.136481171654545,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9181",0.06312336448117,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9181",0.00720004365088885,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9181",0.226550681466891,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9181",0.216367194053918,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9182",0.0761527382020507,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9182",0.00642674177474246,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9182",0.402226265851089,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9182",0.13251815521199,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9183",0.0632264548762647,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9183",0.0145816054210828,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9183",0.243200140544868,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9183",0.237658213374324,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9184",0.0508748053871774,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9184",0.00332425304800696,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9184",0.261787041229428,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9184",0.261516573336782,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9185",0.108132761319912,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9185",0.0130827188139256,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9185",0.342837227287736,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9185",0.138368271559369,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9186",0.122264773324141,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9186",0.00918077449700118,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9186",0.218375344231724,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9186",0.155148285280687,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9187",0.130066581594594,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9187",0.0181452922487993,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR9187",0.326016527788454,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR9187",0.080270625034462,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR9188",0.112755106491828,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR9188",0.00537876233828617,"sigsq.wavelet.IR","Individual","Rhythmicity"
