Individual,Dominant_Period,cf_wavelet,nancount,Date,Colony,Species,Origin
8_6_7,42.33618475,2.908003933,0.002083333,8/6/2022,HML2,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_8,29.93620333,2.769124395,0.004166667,8/6/2022,HML2,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_9,45.37479932,2.96971913,0.004166667,8/6/2022,JRCT10,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
9_15_1,45.37479932,2.395753258,0.002083333,9/15/2022,BFLT5,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX
9_15_10,45.37479932,2.635137963,0.00625,9/15/2022,LAT1,Temnothorax_andrei,San_Gabriel_Mountains_CA
9_15_11,59.87240666,2.731572262,0.004166667,9/15/2022,LAT1,Temnothorax_andrei,San_Gabriel_Mountains_CA
9_15_12,18.42789474,2.444573005,0.172916667,9/15/2022,LAT1,Temnothorax_andrei,San_Gabriel_Mountains_CA
9_15_13,17.19383376,2.483367571,0.008333333,9/15/2022,LAT1,Temnothorax_andrei,San_Gabriel_Mountains_CA
9_15_14,26.06097867,2.478485024,0.110416667,9/15/2022,LAT1,Temnothorax_andrei,San_Gabriel_Mountains_CA
9_15_15,34.38766752,2.554150975,0,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_16,32.0848283,2.813765173,0.008333333,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_17,52.12195734,2.378496789,0.008333333,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_18,26.06097867,2.901761289,0.0875,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_19,39.50105711,2.748371926,0,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_2,55.86293069,2.582145717,0,9/15/2022,BFLT5,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX
9_15_20,21.16809238,2.469621592,0.015625,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_21,52.12195734,2.8074299,0,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_22,18.42789474,2.229444186,0.00625,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_23,48.63150578,3.220872019,0,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_24,24.31575289,2.316775013,0,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_25,12.15787645,2.577761742,0.070833333,9/15/2022,GLT18,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_26,27.93146535,2.67692113,0.0125,9/15/2022,GLT18,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_27,18.42789474,2.945299143,0.157291667,9/15/2022,GLT18,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_28,13.03048934,2.388691635,0.270833333,9/15/2022,GLT18,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_29,21.16809238,3.284613355,0.048958333,9/15/2022,GLT18,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_3,18.42789474,2.499797472,0.021875,9/15/2022,BFLT5,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX
9_15_30,13.96573267,2.544654321,0.002083333,9/15/2022,GLT18,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_31,13.96573267,2.484452154,0.146875,9/15/2022,GLT18,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_32,26.06097867,2.648409816,0.091666667,9/15/2022,PFL1,Leptothorax_AF-erg-nr-a,Pack_Experimental_Forest_Pierce_County_WA
9_15_33,10.58404619,2.410600457,0.030208333,9/15/2022,PFL1,Leptothorax_AF-erg-nr-a,Pack_Experimental_Forest_Pierce_County_WA
9_15_34,42.33618475,3.357724304,0.00625,9/15/2022,PFL1,Leptothorax_AF-erg-nr-a,Pack_Experimental_Forest_Pierce_County_WA
9_15_35,42.33618475,3.154625008,0.020833333,9/15/2022,PFL1,Leptothorax_AF-erg-nr-a,Pack_Experimental_Forest_Pierce_County_WA
9_15_36,18.42789474,2.495388216,0.002083333,9/15/2022,PFL1,Leptothorax_AF-erg-nr-a,Pack_Experimental_Forest_Pierce_County_WA
9_15_38,14.96810166,2.282838287,0.261458333,9/15/2022,GLT26,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_39,12.15787645,2.689458225,0.175,9/15/2022,GLT26,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_4,29.93620333,2.826810469,0.008333333,9/15/2022,BFLT5,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX
9_15_40,27.93146535,2.241151689,0.152083333,9/15/2022,GLT26,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_41,13.96573267,2.93169235,0.046875,9/15/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_15_42,10.58404619,2.485483353,0.080208333,9/15/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_15_43,32.0848283,2.793191325,0,9/15/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_15_44,29.93620333,3.142231671,0,9/15/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_15_45,19.75052856,3.116936624,0,9/15/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_15_46,13.03048934,3.6168655,0.054166667,9/15/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_15_47,9.213947371,2.997242771,0.002083333,9/15/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_15_48,22.68739966,2.632473707,0,9/15/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_15_5,13.96573267,2.507791075,0.007291667,9/15/2022,BFLT5,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX
9_15_6,19.75052856,2.6768879,0.002083333,9/15/2022,BFLT5,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX
9_15_8,29.93620333,2.625418477,0,9/15/2022,SHL10,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
9_15_9,42.33618475,2.591191666,0.004166667,9/15/2022,LAT1,Temnothorax_andrei,San_Gabriel_Mountains_CA
9_16_1,39.50105711,2.228214251,0.010416667,9/16/2022,RNML1,Leptothorax_crassipilis,Ruidoso_NM
9_16_10,14.96810166,2.655872925,0.184375,9/16/2022,GTL9,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_11,52.12195734,2.570570899,0.034375,9/16/2022,GTL9,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_12,21.16809238,2.730989443,0.176041667,9/16/2022,GTL9,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_13,27.93146535,2.463036915,0.041666667,9/16/2022,BFLT5,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX
9_16_14,26.06097867,2.433570304,0.008333333,9/16/2022,BFLT5,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX
9_16_15,21.16809238,3.123282532,0.279166667,9/16/2022,PFL1,Leptothorax_AF-erg-nr-a,Pack_Experimental_Forest_Pierce_County_WA
9_16_16,27.93146535,3.143035082,0.1875,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_17,9.213947371,2.734504095,0.004166667,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_18,27.93146535,2.818995605,0.005208333,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_19,13.03048934,2.542430038,0.190625,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_2,11.34369983,2.332000181,0.059375,9/16/2022,GTL9,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_20,13.96573267,2.810550163,0,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_21,29.93620333,2.454868786,0,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_22,18.42789474,2.776770243,0.00625,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_23,14.96810166,2.782002411,0,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_24,52.12195734,3.089130542,0,9/16/2022,CASL2,Leptothorax_crassipilis-nr-a,Ruidoso_NM
9_16_25,26.06097867,2.770528715,0.00625,9/16/2022,RSL223,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_26,24.31575289,2.810528985,0,9/16/2022,RSL223,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_27,39.50105711,2.466679884,0.00625,9/16/2022,RSL223,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_28,42.33618475,3.362368888,0.053125,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_29,18.42789474,3.207374143,0.082291667,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_3,14.96810166,2.424686553,0.285416667,9/16/2022,GTL9,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_30,29.93620333,3.015968298,0,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_31,29.93620333,2.242955684,0,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_32,42.33618475,3.029664101,0,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_33,36.85578948,2.435461001,0,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_34,39.50105711,2.702986238,0,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_35,59.87240666,2.516761087,0.00625,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_36,24.31575289,2.97119159,0,9/16/2022,RSL221,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_37,19.75052856,2.478859249,0.080208333,9/16/2022,JR4T2,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
9_16_38,17.19383376,2.309473784,0.0125,9/16/2022,JR4T2,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
9_16_39,14.96810166,2.806323607,0,9/16/2022,JR4T2,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
9_16_4,19.75052856,3.143800793,0.213541667,9/16/2022,GTL9,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_40,36.85578948,2.645415331,0.004166667,9/16/2022,SHT3,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
9_16_41,14.96810166,3.236541673,0.059375,9/16/2022,SHT3,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
9_16_42,14.96810166,2.63195721,0.008333333,9/16/2022,SHT3,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
9_16_43,17.19383376,2.795945449,0.002083333,9/16/2022,SHT3,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
9_16_44,29.93620333,2.765065723,0.0375,9/16/2022,GLT21,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_45,18.42789474,2.49730951,0.059375,9/16/2022,GLT21,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_16_46,14.96810166,3.537814815,0.008333333,9/16/2022,PPT7,Temnothorax_rugatulus,Pinal_Mountains_AZ
9_16_47,16.04241415,2.954810547,0.002083333,9/16/2022,PL1,Leptothorax_AF-erg,Penninsula_State_Park_Door_County_WI
9_16_48,24.31575289,2.699866631,0,9/16/2022,PL1,Leptothorax_AF-erg,Penninsula_State_Park_Door_County_WI
9_16_6,45.37479932,2.370508358,0,9/16/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_7,27.93146535,3.12725506,0,9/16/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_16_8,11.34369983,2.337715344,0.095833333,9/16/2022,RNML1,Leptothorax_crassipilis,Ruidoso_NM
9_16_9,34.38766752,2.644911934,0,9/16/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
