"","sigsq","sigsq.tier","source","trait"
"sigsq.period.CR2524",0.336935328398653,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2524",0.18331114986153,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2525",0.113092167183205,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2525",0.00579148887171754,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2525",0.401940213592759,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2525",0.209686869062651,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2526",0.0671700886718453,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2526",0.010837719066422,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2526",0.266771745694476,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2526",0.141576481959311,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2527",0.0590668155063015,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2527",0.00886365583904506,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2527",0.17917359718827,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2527",0.0766564526109481,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2528",0.0801010806932645,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2528",0.0195366781708543,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2528",0.442228618609643,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2528",0.0628334419859502,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2529",0.147892565853252,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2529",0.0101958388918326,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2529",0.369125188430463,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2529",0.067640740282475,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2530",0.12834439112536,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2530",0.0155049279171884,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2530",0.277446163878229,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2530",0.0876776873044567,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2531",0.0687304112973061,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2531",0.0157094778052699,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2531",0.166422194941787,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2531",0.23909718120454,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2532",0.120507744166183,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2532",0.0130310605276548,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2532",0.285031607928505,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2532",0.132051116401239,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2533",0.0602181795896397,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2533",0.0133164934631794,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2533",0.255046303505012,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2533",0.0548072601809675,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2534",0.0930828051690747,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2534",0.00771863439968312,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2534",0.298131937393108,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2534",0.276601977965719,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2535",0.117963456846842,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2535",0.00683445776825741,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2535",0.282437339546725,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2535",0.307938962965194,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2536",0.11612473759413,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2536",0.00526877257990622,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2536",0.275490457617929,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2536",0.267745964087243,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2537",0.0559743375989288,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2537",0.0113248143378751,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2537",0.257413494335782,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2537",0.11047705609684,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2538",0.0677370847717289,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2538",0.00649990072600417,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2538",0.175184323173421,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2538",0.209405913707173,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2539",0.083278311349932,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2539",0.00443273720090498,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2539",0.432554109022739,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2539",0.13181749427377,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2540",0.0779063382606232,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2540",0.00488054146183263,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2540",0.456555963471743,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2540",0.166818330292982,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2541",0.130945496849078,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2541",0.0244147035506257,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2541",0.261943415970499,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2541",0.0679457447481172,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2542",0.0615492730176212,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2542",0.00711984648385583,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2542",0.259703148896491,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2542",0.0775109360361331,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2543",0.0962987643560837,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2543",0.0116460199184823,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2543",0.325842886991182,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2543",0.173785992367351,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2544",0.0618590283289647,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2544",0.00750341566783004,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2544",0.200511899095264,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2544",0.0735689800285044,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2545",0.246414422929963,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2545",0.00732144336163386,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2545",0.260026902725891,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2545",0.068442669090658,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2546",0.0912591022312611,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2546",0.00601825167360762,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2546",0.297434943367618,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2546",0.186999794544115,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2547",0.141903519728912,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2547",0.0136893414110038,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2547",0.249916192628299,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2547",0.307571920386424,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2548",0.159610611068563,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2548",0.0100410646167032,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2548",0.308976683976333,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2548",0.183680984167162,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2549",0.128216233439453,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2549",0.0172712922140545,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2549",0.397768683287266,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2549",0.197487298712972,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2550",0.0961453202993615,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2550",0.0131981185788305,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2550",0.412657497863036,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2550",0.133200740143268,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2551",0.0878034034771955,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2551",0.0204198610808472,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2551",0.431363529630741,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2551",0.157764090978446,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2552",0.143450417064303,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2552",0.0149383629626118,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2552",0.469663044639884,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2552",0.140758283637166,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2553",0.128946774377352,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2553",0.00468540353446797,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2553",0.296440385601466,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2553",0.212235578212164,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2554",0.143345963373069,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2554",0.0113311849782975,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2554",0.341029188509169,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2554",0.109342808406521,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2555",0.0745783291320634,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2555",0.011469246549019,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2555",0.285311452706168,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2555",0.190184990619015,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2556",0.155014332594446,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2556",0.00605321541926214,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2556",0.274100832513501,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2556",0.0444963341814303,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2557",0.0959773402406992,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2557",0.00602720805076419,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2557",0.326680600947531,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2557",0.536565708373546,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2558",0.103284946250024,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2558",0.00623289647083173,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2558",0.412436269737711,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2558",0.314649049448552,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2559",0.0732395588347231,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2559",0.00673221143482658,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2559",0.286323323065863,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2559",0.220595378778393,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2560",0.116865273049549,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2560",0.00763219389320892,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2560",0.285406961736401,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2560",0.241768145663074,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2561",0.0922883274629464,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2561",0.00962173892488418,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2561",0.314845771868666,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2561",0.12235538999901,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2562",0.148509400263198,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2562",0.0169510710289968,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2562",0.344032103962508,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2562",0.147092576036743,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2563",0.0506095287694804,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2563",0.0100193336357428,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2563",0.166841857747729,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2563",0.0685608326291409,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2564",0.0825178952270661,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2564",0.005278359899983,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2564",0.367200302021533,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2564",0.0747107768186148,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2565",0.133621787637125,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2565",0.00810500804288169,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2565",0.399615086855762,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2565",0.176282189405604,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2566",0.169941178511857,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2566",0.0129175826300404,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2566",0.390599762491394,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2566",0.23215299796664,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2567",0.0795757492231699,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2567",0.00596248556427359,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2567",0.273214976707603,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2567",0.197719932159774,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2568",0.0886196249319047,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2568",0.0110421857965787,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2568",0.338608201311187,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2568",0.168330723069215,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2569",0.0630216436831018,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2569",0.00812020139271676,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2569",0.242989838349654,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2569",0.220674382051015,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2570",0.245999746323707,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2570",0.00829565008506809,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2570",0.309107426277122,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2570",0.0908868502325757,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2571",0.068752872621115,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2571",0.0100241228944224,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2571",0.279786367301807,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2571",0.0891832582102733,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2572",0.130797967201332,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2572",0.00818643596372407,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2572",0.319365325598568,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2572",0.132725778751362,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2573",0.158709017858166,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2573",0.00946207372909909,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2573",0.336449180447713,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2573",0.176322064252701,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2574",0.0676152848069448,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2574",0.014104297870536,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2574",0.322396602169875,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2574",0.158308272635445,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2575",0.126572751356575,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2575",0.0111469286953876,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2575",0.289506679071139,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2575",0.115864367733373,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2576",0.222349624886758,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2576",0.00672743814394183,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2576",0.324883225384679,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2576",0.138890848771741,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2577",0.081222204257244,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2577",0.0126607803784199,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2577",0.306789882664355,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2577",0.228199286192345,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2578",0.208717499649073,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2578",0.0118452866153218,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2578",0.280348700544995,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2578",0.238160006398749,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2579",0.130592196296219,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2579",0.00989043910523409,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2579",0.328370594829204,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2579",0.0581299890549813,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2580",0.263260975925484,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2580",0.00565754156035647,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2580",0.301342401656256,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2580",0.164512786389106,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2581",0.13234121479796,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2581",0.0117618401844144,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2581",0.320620757577088,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2581",0.18034912058245,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2582",0.0485320815867004,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2582",0.00980134775735772,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2582",0.265329275316138,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2582",0.0437268766106926,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2583",0.163567341600128,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2583",0.00704885725884255,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2583",0.346611402249085,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2583",0.0774022736510273,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2584",0.111809013549654,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2584",0.00921405987771607,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2584",0.309872001609953,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2584",0.232690368605579,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2585",0.0731681948908945,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2585",0.0206617172219185,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2585",0.132508244113693,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2585",0.0774576773477683,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2586",0.0667559090159363,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2586",0.00524726778715127,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2586",0.273167753655001,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2586",0.158849741737403,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2587",0.158542303643595,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2587",0.00966936957960698,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2587",0.27646520226793,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2587",0.284126896606431,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2588",0.0820516424455319,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2588",0.00446651837309826,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2588",0.100856865079446,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2588",0.175155141278978,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2589",0.0983064434543083,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2589",0.015604779805997,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2589",0.376616430052548,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2589",0.320172733705523,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2590",0.067243893210551,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2590",0.00453012730589751,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2590",0.191993451569493,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2590",0.11641006191954,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2591",0.247831286379301,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2591",0.0101914099772075,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2591",0.302530665159384,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2591",0.147118991302576,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2592",0.152148858836928,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2592",0.0129030553300202,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2592",0.355946881916199,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2592",0.150579781496725,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2593",0.0798276383885904,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2593",0.00655324983630271,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2593",0.10815609207401,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2593",0.0615482445401986,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2594",0.192410573526219,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2594",0.0201420447292318,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2594",0.264780444611563,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2594",0.192212552678687,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2595",0.0749869167213708,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2595",0.00974473177457801,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2595",0.206326715764352,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2595",0.0936332902446673,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2596",0.062540919354758,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2596",0.0164388144727138,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2596",0.205763812797376,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2596",0.252152576874207,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2597",0.161698426115835,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2597",0.00479650867706906,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2597",0.37408767139347,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2597",0.090704767921427,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2598",0.103280890236122,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2598",0.0111935816571732,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2598",0.299629182335193,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2598",0.0620120329899603,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2599",0.0825314051314106,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2599",0.00598706680692421,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2599",0.389288206263296,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2599",0.184269814900762,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2600",0.0571594618041848,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2600",0.0110743172281252,"sigsq.wavelet.IR","Individual","Rhythmicity"
